NIM,Nama,Tahun,Arsitektur dan Organisasi Komputer,Aljabar Linier dan Matriks,Pancasila,Etika Profesi,Pemrograman Dasar,Bahasa Indonesia,Basis Data,Jaringan Komputer,Agama Islam,Matematika Diskrit,Kecerdasan Buatan,Sains Komputasi,Struktur Data,Statistika,Pemrograman Berbasis Platform,Sistem Operasi,Kewarganegaraan,Pemrograman Berorientasi Obyek,Interaksi Manusia dan Komputer,Matematika,Total_SKS,IPK,Minat_Jurusan
230055,Andi Ginting,2023,4.0,2.0,2.0,3.0,2.7,2.3,3.0,2.7,3.0,2.7,3.7,3.7,2.3,3.0,2.7,3.0,1.0,3.0,4.0,3.7,60,2.88,AI Engineering
230056,Siti Hasibuan,2023,1.0,3.7,4.0,3.3,3.0,3.3,3.3,2.3,2.3,3.3,2.0,3.3,3.7,3.0,2.3,2.3,2.3,3.7,3.3,2.7,60,2.91,RPL
230057,Gita Saputra,2023,3.0,4.0,2.0,2.7,3.3,1.0,4.0,3.7,1.0,2.0,2.3,3.3,3.0,1.0,4.0,1.0,2.0,3.7,1.0,3.0,60,2.55,RPL
230058,Laila Pohan,2023,3.3,2.3,2.3,2.3,2.7,4.0,3.3,3.0,3.7,2.7,3.3,3.0,2.0,3.3,3.0,2.0,3.7,3.0,4.0,3.7,60,3.03,AI Engineering
230059,Indah Hasibuan,2023,4.0,2.3,2.7,3.7,3.7,3.3,3.3,3.3,2.7,1.0,2.0,1.0,2.7,3.7,3.3,3.3,3.7,2.7,3.0,2.7,60,2.91,Cyber Security
230060,Siska Siahaan,2023,2.3,4.0,4.0,4.0,2.0,2.7,4.0,3.0,3.0,3.3,4.0,2.3,4.0,3.7,3.0,3.7,2.0,4.0,1.0,4.0,60,3.2,Cyber Security
230061,Citra Nasution,2023,2.0,3.0,3.3,4.0,2.3,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.3,3.7,4.0,3.7,3.3,3.3,60,3.09,AI Engineering
230062,Rizky Siregar,2023,4.0,3.7,2.0,1.0,3.0,4.0,4.0,3.7,4.0,3.0,3.3,3.0,4.0,2.0,1.0,2.0,2.0,4.0,3.3,3.3,60,3.01,RPL
230063,Farhan Wulandari,2023,2.7,4.0,3.7,3.7,2.7,3.7,2.0,3.3,3.3,3.3,3.3,2.3,1.0,3.3,2.0,3.3,2.7,3.0,1.0,2.3,60,2.83,Cyber Security
230064,Rina Kusuma,2023,1.0,3.7,3.3,3.7,3.0,4.0,4.0,2.7,3.7,1.0,1.0,2.3,4.0,3.0,4.0,3.7,2.3,3.3,1.0,4.0,60,2.93,RPL
230065,Dadan Wijaya,2023,1.0,3.0,3.3,2.3,3.3,3.7,3.3,2.7,3.0,4.0,3.0,3.0,2.0,4.0,1.0,3.3,3.0,3.3,3.3,3.7,60,2.96,AI Engineering
230066,Laila Pasaribu,2023,2.0,2.3,1.0,3.0,2.3,2.0,3.7,3.0,2.7,2.7,3.0,2.7,2.3,3.7,3.0,4.0,4.0,3.3,2.0,4.0,60,2.83,Cyber Security
230067,Made Saputra,2023,4.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,2.3,2.3,2.7,3.7,3.7,2.7,1.0,3.3,3.0,60,2.69,Cyber Security
230068,Dedi Siahaan,2023,1.0,2.3,3.7,3.3,1.0,2.0,2.0,3.7,3.7,4.0,1.0,3.7,2.0,3.7,4.0,3.7,4.0,3.3,2.7,3.3,60,2.91,Cyber Security
230069,Bambang Hidayat,2023,1.0,2.7,3.3,2.7,3.3,2.0,2.0,3.0,1.0,2.7,4.0,3.7,3.7,3.3,1.0,4.0,2.3,4.0,3.0,3.0,60,2.78,AI Engineering
230070,Ayu Fitriani,2023,3.3,4.0,2.0,3.3,3.0,4.0,4.0,3.0,2.0,3.7,2.0,2.7,1.0,1.0,2.7,3.3,3.0,4.0,1.0,2.7,60,2.79,Cyber Security
230071,Budi Tanjung,2023,3.7,3.7,1.0,2.7,3.0,2.7,1.0,1.0,3.3,3.0,3.0,3.7,3.7,3.3,2.0,2.0,3.0,2.3,3.7,3.3,60,2.75,AI Engineering
230072,Rizky Chaniago,2023,4.0,3.7,2.7,2.0,4.0,3.0,2.7,3.0,1.0,3.3,4.0,4.0,3.3,3.7,2.7,2.0,3.7,2.3,2.0,3.3,60,3.02,AI Engineering
230073,Bagas Utami,2023,2.3,3.0,2.0,3.7,2.3,1.0,3.0,3.7,1.0,4.0,1.0,2.3,3.7,3.3,2.7,4.0,1.0,3.7,3.0,2.0,60,2.64,Cyber Security
230074,Ayu Kusuma,2023,2.3,3.0,1.0,4.0,2.0,2.3,3.3,3.0,2.7,1.0,3.3,2.7,1.0,2.7,2.7,3.7,4.0,3.3,3.3,3.3,60,2.73,Cyber Security
230075,Dedi Pasaribu,2023,2.3,3.7,1.0,3.7,3.3,2.0,2.7,4.0,4.0,1.0,1.0,2.0,2.3,1.0,3.0,3.7,3.0,2.0,1.0,2.3,60,2.45,Cyber Security
230076,Hendra Saputra,2023,3.7,1.0,3.3,2.7,4.0,4.0,3.3,2.0,2.7,1.0,3.0,4.0,3.0,4.0,2.7,2.0,2.3,4.0,2.3,4.0,60,2.95,RPL
230077,Putri Al-Faris,2023,3.0,4.0,3.3,2.0,3.3,3.0,1.0,1.0,3.7,4.0,3.3,3.0,3.7,3.3,2.0,4.0,3.7,2.3,3.3,4.0,60,3.04,AI Engineering
230078,Joko Siregar,2023,2.0,4.0,4.0,1.0,3.3,2.7,4.0,3.0,3.3,4.0,3.0,4.0,3.0,2.3,3.3,2.3,2.7,3.3,3.0,2.0,60,3.01,RPL
230079,Hendra Ginting,2023,3.3,3.0,3.3,3.7,3.0,3.0,2.3,3.7,2.7,2.0,1.0,2.7,4.0,3.7,3.0,3.0,3.7,3.3,2.3,2.3,60,2.95,Cyber Security
230080,Rina Pohan,2023,3.3,1.0,1.0,2.0,4.0,3.3,2.0,2.3,3.3,3.0,3.0,3.0,3.0,3.7,1.0,2.7,4.0,3.0,3.0,3.0,60,2.73,AI Engineering
230081,Hana Aminah,2023,2.3,3.3,1.0,3.3,2.7,4.0,4.0,2.0,4.0,4.0,3.7,3.0,3.7,4.0,2.7,2.0,3.3,2.0,3.3,3.7,60,3.1,AI Engineering
230082,Bagas Wulandari,2023,3.3,2.3,2.7,3.0,3.7,1.0,3.7,2.0,2.7,2.0,4.0,3.0,4.0,2.7,1.0,1.0,2.0,4.0,3.0,3.3,60,2.72,RPL
230083,Putu Pasaribu,2023,1.0,4.0,3.7,3.0,4.0,4.0,3.0,3.0,3.0,3.3,2.0,1.0,4.0,3.3,2.7,2.3,3.0,3.0,1.0,2.7,60,2.85,RPL
230084,Budi Tanjung,2023,3.0,4.0,4.0,2.3,3.7,4.0,3.3,3.7,2.7,1.0,4.0,3.3,2.3,3.7,2.3,4.0,3.7,2.3,2.7,3.7,60,3.19,AI Engineering
230085,Putu Manurung,2023,2.0,2.3,3.3,3.3,3.0,2.7,4.0,4.0,4.0,3.7,2.0,2.7,3.3,3.3,2.0,2.3,3.7,3.3,2.0,2.3,60,2.96,RPL
230086,Dewi Mulyono,2023,3.3,1.0,3.7,3.3,2.3,2.3,3.7,3.0,3.0,3.3,3.7,1.0,2.7,2.0,3.3,3.0,3.3,1.0,2.0,3.7,60,2.73,Cyber Security
230087,Gita Hasibuan,2023,2.3,1.0,3.7,2.3,4.0,4.0,3.7,1.0,2.7,3.7,2.7,3.0,4.0,2.0,3.7,3.3,2.0,3.7,3.0,1.0,60,2.84,RPL
230088,Andi Aminah,2023,1.0,3.7,3.0,4.0,3.7,2.3,4.0,4.0,2.7,2.0,4.0,1.0,3.0,2.7,1.0,3.0,4.0,1.0,2.0,3.7,60,2.79,Cyber Security
230089,Made Hardi,2023,4.0,3.0,2.7,3.3,4.0,4.0,3.3,2.7,3.3,3.3,2.0,3.3,3.0,3.7,3.7,2.7,3.0,3.7,2.0,4.0,60,3.24,RPL
230090,Doni Setiawan,2023,3.3,4.0,1.0,3.7,2.0,2.3,2.7,3.3,3.7,3.3,2.7,2.0,2.7,2.0,2.7,3.3,2.3,2.0,2.0,3.3,60,2.71,Cyber Security
230091,Dadan Harahap,2023,4.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,3.7,2.3,3.0,1.0,4.0,4.0,2.3,3.3,2.0,3.3,2.7,2.7,60,2.76,RPL
230092,Bambang Susanto,2023,4.0,2.7,3.3,3.7,3.3,3.7,3.3,3.7,3.3,3.0,3.7,3.0,3.0,4.0,3.7,3.0,2.0,3.0,2.3,2.0,60,3.19,RPL
230093,Siska Manurung,2023,1.0,2.3,3.0,2.0,1.0,3.7,2.3,4.0,3.7,2.3,3.3,3.7,3.7,3.7,2.3,3.7,3.0,3.0,4.0,3.3,60,2.95,AI Engineering
230094,Joko Utami,2023,2.7,3.3,2.0,2.3,3.3,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.3,4.0,3.7,2.3,1.0,3.0,60,2.9,AI Engineering
230095,Bambang Chaniago,2023,3.7,4.0,2.3,3.3,3.7,3.7,1.0,3.0,3.0,1.0,3.3,2.7,3.3,2.3,3.7,3.3,2.3,3.3,2.0,3.7,60,2.93,Cyber Security
230096,Maya Hasibuan,2023,2.3,2.0,2.0,2.3,2.7,1.0,3.0,2.0,1.0,2.7,3.3,3.3,2.3,3.0,3.3,2.3,2.7,3.7,3.3,3.7,60,2.6,AI Engineering
230097,Rizky Wijaya,2023,3.0,2.0,3.3,2.7,3.7,3.3,3.3,1.0,3.0,3.0,2.0,3.0,3.3,2.7,2.7,3.7,2.3,3.0,4.0,3.7,60,2.94,RPL
230098,Rina Chaniago,2023,2.0,2.0,2.7,4.0,2.7,2.3,2.7,3.7,2.0,2.7,3.7,2.7,2.3,2.0,1.0,3.7,2.7,2.3,2.0,2.3,60,2.57,Cyber Security
230099,Dadan Lestari,2023,2.3,3.7,3.7,4.0,3.3,4.0,4.0,3.0,1.0,2.7,3.7,1.0,3.7,2.0,3.0,2.7,2.7,4.0,3.0,3.7,60,3.06,RPL
230100,Gani Pratama,2023,3.3,2.3,3.0,3.7,3.7,3.0,4.0,3.3,2.3,4.0,2.3,3.7,3.3,3.3,3.3,2.3,4.0,3.0,2.7,3.0,60,3.17,RPL
230101,Joko Kusuma,2023,3.7,2.7,2.3,3.0,3.0,3.0,4.0,4.0,2.3,1.0,2.3,3.3,2.7,2.0,3.3,3.7,3.7,3.7,2.3,3.0,60,2.95,Cyber Security
230102,Zaki Puspita,2023,2.0,3.0,2.3,3.0,1.0,2.0,2.7,3.3,2.7,2.0,1.0,3.3,2.3,2.0,3.3,3.0,2.7,4.0,2.0,1.0,60,2.43,Cyber Security
230103,Nina Siregar,2023,3.7,2.7,4.0,3.3,2.7,2.0,2.0,3.0,4.0,2.7,3.0,3.3,2.3,2.3,3.0,4.0,3.0,3.7,1.0,1.0,60,2.83,Cyber Security
230104,Nina Santoso,2023,2.7,3.3,2.0,3.3,4.0,3.7,2.3,3.7,4.0,1.0,4.0,2.7,2.7,2.3,4.0,4.0,1.0,3.7,4.0,4.0,60,3.12,Cyber Security
230105,Ayu Harahap,2023,4.0,1.0,2.3,3.7,3.3,2.3,3.0,2.7,3.7,4.0,3.3,1.0,3.7,2.0,4.0,4.0,2.0,4.0,4.0,2.3,60,3.01,RPL
230106,Gita Hasibuan,2023,3.7,2.0,3.0,2.7,2.3,2.0,3.0,1.0,3.0,3.3,4.0,4.0,2.0,3.7,3.3,2.3,1.0,3.3,3.3,3.7,60,2.83,AI Engineering
230107,Rosa Sari,2023,3.0,3.7,2.0,3.3,3.3,3.0,4.0,2.7,2.7,2.3,4.0,2.3,4.0,2.7,3.0,4.0,3.7,3.0,3.0,2.3,60,3.1,RPL
230108,Bambang Sembiring,2023,2.3,4.0,3.3,3.3,2.0,3.0,3.3,3.0,2.7,2.0,2.3,3.0,3.0,1.0,2.7,3.3,3.0,2.3,1.0,3.0,60,2.67,Cyber Security
230109,Agus Wijaya,2023,1.0,3.0,2.0,3.0,4.0,3.7,3.0,1.0,2.3,1.0,3.0,4.0,4.0,3.3,4.0,2.0,3.0,3.3,2.3,2.7,60,2.78,RPL
230110,Bambang Wijaya,2023,2.7,4.0,1.0,3.3,4.0,3.0,4.0,4.0,2.0,2.0,3.7,3.7,3.0,4.0,2.7,2.3,3.7,3.7,3.0,3.7,60,3.18,AI Engineering
230111,Putri Aminah,2023,3.7,1.0,3.7,4.0,2.3,2.3,3.7,2.3,4.0,2.0,4.0,3.7,2.0,4.0,1.0,3.7,3.7,3.7,1.0,4.0,60,2.99,AI Engineering
230112,Nyoman Kusuma,2023,2.3,4.0,2.7,4.0,4.0,3.0,2.3,2.0,4.0,3.3,3.7,3.3,3.7,4.0,1.0,2.0,2.7,2.7,1.0,3.0,60,2.94,AI Engineering
230113,Andi Sari,2023,4.0,2.3,2.3,2.7,3.7,4.0,4.0,1.0,3.7,2.0,3.7,3.7,1.0,3.0,2.3,3.0,3.7,3.0,2.7,3.7,60,2.98,AI Engineering
230114,Tania Nasution,2023,1.0,4.0,2.7,1.0,3.7,1.0,4.0,3.7,2.0,1.0,3.3,2.7,4.0,2.3,2.7,2.3,2.7,4.0,4.0,2.3,60,2.72,RPL
230115,Nina Lubis,2023,3.3,2.0,3.0,3.3,3.7,2.7,4.0,3.3,2.0,1.0,1.0,2.0,3.7,3.7,3.3,2.7,2.0,3.7,3.0,2.7,60,2.81,RPL
230116,Nyoman Nasution,2023,3.7,3.0,3.0,3.7,1.0,3.3,2.7,3.7,2.0,3.7,4.0,3.3,3.7,3.0,1.0,2.0,3.7,1.0,3.3,3.0,60,2.89,AI Engineering
230117,Rina Kusuma,2023,2.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,3.3,4.0,4.0,1.0,3.7,1.0,2.7,2.7,2.3,3.7,1.0,3.7,60,2.66,RPL
230118,Farhan Barus,2023,3.3,1.0,1.0,2.0,4.0,1.0,4.0,3.7,3.7,2.7,1.0,3.3,3.7,3.7,3.3,2.7,3.7,3.7,3.3,1.0,60,2.79,RPL
230119,Iwan Rahayu,2023,2.3,1.0,3.3,4.0,3.7,1.0,2.3,3.7,2.7,3.3,1.0,2.0,4.0,2.3,3.3,4.0,4.0,2.7,3.7,3.0,60,2.86,Cyber Security
230120,Laila Puspita,2023,3.3,2.7,2.7,2.0,3.7,2.0,3.7,3.0,3.7,2.0,3.0,3.7,3.7,2.3,1.0,3.3,2.7,4.0,3.7,3.3,60,2.98,RPL
230121,Fajar Utami,2023,3.7,2.3,4.0,3.3,1.0,2.7,3.0,3.7,3.3,4.0,4.0,2.3,4.0,4.0,3.0,3.3,2.3,2.0,1.0,3.7,60,3.03,Cyber Security
230122,Hana Lubis,2023,3.0,3.3,1.0,2.0,3.0,1.0,4.0,2.7,3.0,3.7,2.7,1.0,3.7,2.0,2.7,3.3,2.0,3.3,2.7,3.3,60,2.67,RPL
230123,Fajar Tanjung,2023,3.7,4.0,2.3,3.0,4.0,2.3,3.0,3.3,3.7,2.3,2.0,3.7,3.0,2.7,3.7,3.0,3.3,4.0,3.0,2.3,60,3.12,RPL
230124,Dewi Harahap,2023,4.0,3.3,2.0,3.3,3.0,4.0,2.7,3.3,2.3,1.0,2.3,3.0,2.3,3.0,1.0,3.0,2.3,3.7,1.0,3.3,60,2.69,Cyber Security
230125,Iwan Zulkarnain,2023,1.0,3.0,3.0,3.7,3.0,1.0,4.0,1.0,1.0,3.3,3.7,3.0,3.7,3.0,2.0,2.3,3.7,3.0,2.3,3.3,60,2.7,AI Engineering
230126,Bagas Wijaya,2023,2.7,4.0,2.3,2.3,4.0,2.7,1.0,4.0,3.3,3.3,4.0,3.7,2.0,3.7,4.0,1.0,2.7,2.3,2.0,3.0,60,2.9,AI Engineering
230127,Siska Ramadhan,2023,4.0,1.0,2.0,4.0,2.3,3.7,3.7,4.0,4.0,2.7,3.7,4.0,1.0,4.0,2.0,3.3,2.3,3.3,2.7,2.7,60,3.02,Cyber Security
230128,Nina Harahap,2023,3.7,2.3,2.0,3.3,4.0,2.7,3.0,3.3,2.7,3.7,2.0,1.0,3.0,2.3,2.0,2.7,4.0,3.3,3.0,4.0,60,2.9,RPL
230129,Nyoman Mulyono,2023,3.7,4.0,3.3,3.7,3.3,3.0,2.0,3.7,3.3,2.7,3.0,3.7,2.3,3.3,3.0,3.7,3.3,4.0,1.0,2.3,60,3.11,Cyber Security
230130,Fajar Hardi,2023,3.0,4.0,2.7,2.7,4.0,1.0,3.3,3.7,2.3,3.0,2.7,3.7,3.3,3.3,4.0,3.0,3.3,3.7,4.0,2.3,60,3.15,RPL
230131,Maya Fitriani,2023,2.3,3.0,4.0,3.7,2.0,2.7,4.0,2.0,3.3,1.0,3.3,3.0,2.0,3.3,2.3,3.7,3.3,1.0,2.0,4.0,60,2.79,AI Engineering
230132,Gita Lestari,2023,3.7,2.7,3.7,3.0,3.7,1.0,4.0,3.7,2.3,2.0,2.0,3.3,4.0,2.0,2.7,3.7,4.0,2.0,3.3,2.7,60,2.98,Cyber Security
230133,Hana Hidayat,2023,3.7,3.3,3.7,2.3,3.0,3.7,4.0,4.0,3.3,4.0,3.7,4.0,3.7,3.7,2.7,3.7,3.0,3.7,1.0,2.0,60,3.31,RPL
230134,Maya Aminah,2023,1.0,3.3,2.0,3.3,3.7,2.7,3.7,3.0,3.7,1.0,3.3,3.0,3.3,2.0,2.0,4.0,3.3,3.7,3.0,3.7,60,2.94,RPL
230135,Maya Al-Faris,2023,3.0,2.0,2.3,2.0,3.0,1.0,3.3,2.3,1.0,3.3,3.7,3.7,2.0,3.3,3.7,4.0,1.0,2.3,3.3,3.3,60,2.67,AI Engineering
230136,Dewi Ginting,2023,3.7,2.3,3.0,3.3,2.0,2.0,2.0,3.3,2.3,2.0,4.0,3.0,2.3,4.0,2.3,3.7,3.0,4.0,2.3,3.7,60,2.91,Cyber Security
230137,Siti Al-Faris,2023,2.3,3.0,2.7,3.3,2.0,3.3,3.7,3.0,1.0,4.0,4.0,3.7,1.0,3.3,2.0,4.0,3.3,2.0,3.7,4.0,60,2.96,AI Engineering
230138,Fajar Barus,2023,2.7,2.3,1.0,3.0,2.3,1.0,4.0,2.0,2.7,2.7,4.0,3.7,2.7,3.0,4.0,2.0,4.0,3.3,3.7,4.0,60,2.91,AI Engineering
230139,Siska Setiawan,2023,1.0,3.7,2.0,4.0,2.0,2.7,2.0,3.7,2.7,3.3,2.0,2.3,3.3,2.3,2.0,3.3,2.7,3.0,3.7,3.7,60,2.77,Cyber Security
230140,Citra Setiawan,2023,3.3,2.7,1.0,4.0,3.0,3.3,4.0,4.0,3.0,3.3,3.0,1.0,3.3,3.3,1.0,4.0,2.3,3.0,2.7,1.0,60,2.81,Cyber Security
230141,Indah Situmorang,2023,2.0,3.7,3.7,3.3,3.3,2.0,3.7,3.3,2.3,3.0,3.0,3.3,3.0,3.3,3.7,3.3,3.0,2.0,1.0,2.3,60,2.91,Cyber Security
230142,Andi Simanjuntak,2023,2.0,2.0,2.3,4.0,3.0,2.3,2.3,4.0,4.0,3.0,4.0,1.0,3.3,2.7,1.0,4.0,4.0,2.3,1.0,2.7,60,2.75,Cyber Security
230143,Bagas Ginting,2023,2.7,2.0,2.3,1.0,3.3,2.3,3.0,2.3,1.0,2.0,4.0,2.7,3.3,3.0,3.0,2.0,2.3,3.3,4.0,3.0,60,2.62,RPL
230144,Ayu Tanjung,2023,3.0,3.7,3.0,1.0,3.0,3.3,4.0,3.7,3.3,1.0,4.0,2.0,4.0,1.0,3.0,3.0,2.3,3.3,4.0,3.0,60,2.93,RPL
230145,Ayu Manurung,2023,3.7,2.3,4.0,1.0,2.0,3.3,2.7,4.0,3.7,2.0,3.0,3.7,2.7,3.3,3.3,3.0,3.3,4.0,3.0,3.3,60,3.06,AI Engineering
230146,Putu Utami,2023,3.3,2.0,3.0,3.7,1.0,1.0,3.7,2.7,2.3,1.0,3.0,3.3,2.7,3.7,2.3,3.0,1.0,2.0,4.0,4.0,60,2.64,AI Engineering
230147,Farhan Rahayu,2023,2.0,2.0,2.7,3.3,1.0,2.0,2.3,2.0,1.0,2.7,4.0,3.0,2.7,3.0,3.0,2.0,4.0,3.7,2.7,3.0,60,2.61,AI Engineering
230148,Aris Kurniawan,2023,4.0,3.0,2.0,2.7,2.3,3.0,2.7,3.7,3.3,2.0,3.0,3.3,2.0,3.3,3.3,3.0,2.7,2.7,2.7,3.0,60,2.89,AI Engineering
230149,Dadan Nasution,2023,2.0,1.0,2.7,4.0,3.7,4.0,4.0,2.3,3.7,2.0,3.7,2.3,3.0,2.3,2.7,3.3,1.0,3.7,2.3,3.7,60,2.87,RPL
230150,Bagas Wulandari,2023,2.7,3.0,3.0,3.7,2.0,4.0,2.7,3.7,3.7,4.0,3.7,2.7,3.7,4.0,2.7,3.7,4.0,3.3,3.3,2.0,60,3.28,Cyber Security
230151,Gani Lubis,2023,1.0,3.3,2.3,3.3,3.3,3.7,3.7,1.0,2.0,3.3,3.3,1.0,3.0,3.7,3.7,2.0,3.0,3.7,3.3,2.3,60,2.8,RPL
230152,Aris Setiawan,2023,3.3,1.0,3.7,3.7,3.7,3.0,4.0,3.0,2.7,4.0,4.0,4.0,3.0,2.0,3.7,3.3,4.0,3.7,3.7,2.0,60,3.27,Cyber Security
230153,Made Utami,2023,1.0,4.0,2.0,3.3,2.7,3.0,1.0,3.3,2.7,3.0,2.7,1.0,1.0,3.0,1.0,3.7,3.0,1.0,2.0,2.7,60,2.36,Cyber Security
230154,Siti Hasibuan,2023,1.0,3.3,2.3,2.3,3.7,4.0,4.0,3.7,3.3,3.3,3.3,2.7,4.0,1.0,3.0,3.3,2.0,4.0,3.7,2.7,60,3.03,RPL
230155,Putu Sitepu,2023,2.0,3.7,3.0,4.0,1.0,3.0,2.0,3.7,4.0,4.0,3.7,3.3,2.7,2.0,3.7,3.7,3.0,4.0,2.7,2.7,60,3.1,Cyber Security
230156,Taufik Hardi,2023,2.3,2.3,3.7,3.7,2.0,3.3,2.3,3.0,1.0,2.3,4.0,3.7,1.0,2.0,1.0,4.0,3.7,4.0,3.0,3.0,60,2.77,Cyber Security
230157,Citra Puspita,2023,2.7,3.0,1.0,2.7,3.0,3.3,2.3,4.0,2.7,3.0,3.3,3.3,3.7,3.3,3.3,1.0,2.0,3.3,2.0,4.0,60,2.84,AI Engineering
230158,Made Santoso,2023,2.7,3.7,2.0,2.7,4.0,2.3,3.3,2.0,3.7,2.0,3.0,3.0,1.0,3.3,4.0,3.0,3.7,4.0,2.7,3.7,60,2.99,AI Engineering
230159,Indah Puspita,2023,2.0,2.3,4.0,3.3,3.7,3.7,3.0,3.7,2.3,2.7,1.0,3.7,1.0,4.0,4.0,4.0,2.0,3.0,2.7,3.3,60,2.97,Cyber Security
230160,Putu Hardi,2023,3.7,2.3,2.7,3.0,3.7,2.3,3.0,3.0,2.0,2.3,3.7,4.0,1.0,1.0,3.7,3.7,2.3,3.7,2.3,2.7,60,2.81,Cyber Security
230161,Joko Ginting,2023,2.7,2.7,3.3,4.0,2.7,2.3,3.0,3.3,2.7,3.3,2.3,2.3,1.0,3.7,4.0,3.7,3.3,3.7,3.0,3.3,60,3.01,Cyber Security
230162,Dedi Barus,2023,4.0,1.0,3.0,3.0,2.7,3.0,2.7,3.3,3.7,1.0,2.3,3.0,3.3,4.0,1.0,3.3,3.0,2.7,2.0,3.7,60,2.79,Cyber Security
230163,Indah Nasution,2023,2.7,3.7,3.3,2.7,3.0,3.3,3.7,3.7,2.0,4.0,3.0,3.7,3.7,2.0,4.0,3.0,3.0,3.3,4.0,3.3,60,3.25,RPL
230164,Made Pohan,2023,3.7,2.3,2.7,3.0,3.0,4.0,4.0,2.0,2.7,1.0,3.7,3.0,3.3,2.3,4.0,3.3,1.0,4.0,3.3,3.0,60,2.96,RPL
230165,Zaki Al-Faris,2023,4.0,3.3,4.0,3.7,3.7,1.0,3.7,3.0,4.0,1.0,3.7,2.3,2.7,3.3,2.7,3.3,2.3,4.0,2.7,2.7,60,3.06,Cyber Security
230166,Rizky Saputra,2023,3.3,4.0,4.0,2.3,4.0,2.7,3.3,2.0,4.0,3.3,2.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,3.7,60,2.93,RPL
230167,Lani Kusuma,2023,1.0,2.0,3.0,3.0,4.0,2.7,4.0,2.7,2.0,2.7,3.3,2.3,3.3,3.3,2.7,3.3,4.0,3.7,2.7,3.3,60,2.95,RPL
230168,Gita Sembiring,2023,2.3,2.3,2.7,3.0,3.3,4.0,4.0,2.7,2.0,3.3,3.0,3.0,2.3,3.7,1.0,2.3,3.0,2.7,1.0,4.0,60,2.78,AI Engineering
230169,Siti Manurung,2023,2.0,3.3,2.0,2.7,2.3,2.0,1.0,2.3,2.7,2.0,3.3,3.0,3.3,3.7,2.0,3.7,2.3,2.3,4.0,3.3,60,2.66,AI Engineering
230170,Citra Barus,2023,3.7,2.7,1.0,1.0,3.3,2.3,4.0,3.7,3.7,2.7,4.0,2.3,3.3,2.0,2.3,2.7,1.0,3.3,1.0,2.3,60,2.61,RPL
230171,Gita Nasution,2023,2.7,3.3,4.0,2.0,1.0,3.0,3.0,2.7,2.7,3.3,4.0,4.0,3.0,3.3,2.0,2.3,3.7,2.3,4.0,3.0,60,2.96,AI Engineering
230172,Taufik Fitriani,2023,1.0,3.7,1.0,2.3,2.7,3.3,1.0,4.0,3.0,4.0,3.7,3.3,3.0,3.3,3.3,2.3,2.0,3.0,1.0,3.3,60,2.71,AI Engineering
230173,Gita Kurniawan,2023,1.0,4.0,2.0,2.0,4.0,3.3,3.7,3.0,3.0,4.0,1.0,3.7,3.0,2.7,3.0,4.0,2.7,3.0,4.0,3.0,60,3.01,RPL
230174,Nina Siahaan,2023,2.3,3.7,3.0,3.3,2.7,4.0,1.0,3.3,3.7,4.0,3.7,3.0,2.7,3.7,3.0,2.0,2.3,2.7,1.0,3.7,60,2.94,AI Engineering
230175,Bagas Lubis,2023,2.7,3.7,3.7,4.0,4.0,3.3,4.0,3.3,3.3,1.0,3.7,3.7,1.0,3.3,3.3,3.0,2.7,3.7,2.7,1.0,60,3.06,Cyber Security
230176,Gita Sitepu,2023,3.7,3.3,3.3,3.7,2.3,2.7,3.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.3,3.0,3.3,3.7,4.0,3.7,60,3.1,Cyber Security
230177,Fajar Hardi,2023,2.7,3.3,3.7,3.3,2.7,2.7,3.0,3.7,2.0,3.7,3.0,2.0,2.3,4.0,2.7,3.3,2.7,1.0,1.0,1.0,60,2.69,Cyber Security
230178,Budi Santoso,2023,4.0,3.0,3.0,4.0,3.3,1.0,2.3,3.3,2.3,3.7,2.7,4.0,2.3,2.7,1.0,4.0,2.3,2.7,1.0,2.3,60,2.75,Cyber Security
230179,Eko Zulkarnain,2023,3.0,4.0,2.3,3.0,1.0,3.7,3.0,4.0,3.0,3.3,4.0,2.0,3.0,3.0,2.3,3.7,3.0,3.7,1.0,2.3,60,2.92,Cyber Security
230180,Maya Aminah,2023,2.0,2.3,2.3,3.0,2.0,1.0,3.7,4.0,2.0,4.0,1.0,2.7,3.3,3.3,2.3,3.7,3.7,1.0,3.3,2.3,60,2.64,Cyber Security
230181,Nina Susanto,2023,4.0,3.7,2.7,3.3,3.0,2.0,2.7,2.3,3.3,2.7,3.7,3.7,2.0,3.3,2.3,1.0,1.0,2.3,3.0,3.3,60,2.76,AI Engineering
230182,Made Siregar,2023,3.0,2.0,2.7,2.0,4.0,2.3,1.0,4.0,3.0,3.3,3.3,3.0,2.0,3.0,3.0,2.7,3.0,3.7,1.0,3.3,60,2.77,AI Engineering
